,sentences,narration_is_0_dialogue_is_1,sentence_length,all_pos_counts,parts_of_speech_total_count,POS_ADP_count,POS_DET_count,POS_ADJ_count,POS_CCONJ_count,POS_ADV_count,POS_NOUN_count,POS_PRON_count,POS_VERB_count,POS_PROPN_count,POS_PUNCT_count,POS_AUX_count,POS_NUM_count,POS_PART_count,POS_SCONJ_count,POS_INTJ_count,POS_X_count,POS_SYM_count,%POS_ADP_count,%POS_DET_count,%POS_ADJ_count,%POS_CCONJ_count,%POS_ADV_count,%POS_NOUN_count,%POS_PRON_count,%POS_VERB_count,%POS_PROPN_count,%POS_PUNCT_count,%POS_AUX_count,%POS_NUM_count,%POS_PART_count,%POS_SCONJ_count,%POS_INTJ_count,%POS_X_count,%POS_SYM_count
520,"It is a meagre narrow life we are drifting into,’ he added gloomily, ‘but it is a degree more tolerable than the worrying sensation of all the world being ashamed of you, which we experienced at Hocbridge.’ ‘I couldn’t go back there again,’ she said.",0,45,"[['PRON', 9], ['AUX', 5], ['DET', 5], ['X', 1], ['ADJ', 4], ['NOUN', 4], ['VERB', 5], ['ADP', 5], ['PUNCT', 11], ['ADV', 5], ['CCONJ', 1], ['PROPN', 1], ['PART', 1]]",57,5.0,5.0,4.0,1.0,5.0,4.0,9.0,5.0,1.0,11.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,8.772,8.772,7.018,1.754,8.772,7.018,15.789,8.772,1.754,19.298,8.772,0.0,1.754,0.0,0.0,1.754,0.0
521,"‘Nor I. O, I don’t regret our course for a moment.",0,11,"[['PUNCT', 3], ['CCONJ', 1], ['PROPN', 2], ['PRON', 2], ['AUX', 1], ['PART', 1], ['VERB', 1], ['NOUN', 2], ['ADP', 1], ['DET', 1]]",15,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.667,6.667,0.0,6.667,0.0,13.333,13.333,6.667,13.333,20.0,6.667,0.0,6.667,0.0,0.0,0.0,0.0
522,We did quite right in dropping out of the world.’ The sneering tones of the remark were almost too laboured to be real.,0,23,"[['PRON', 1], ['VERB', 3], ['ADV', 4], ['ADP', 4], ['DET', 3], ['NOUN', 3], ['PUNCT', 3], ['AUX', 2], ['ADJ', 2], ['PART', 1]]",26,4.0,3.0,2.0,0.0,4.0,3.0,1.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,15.385,11.538,7.692,0.0,15.385,11.538,3.846,11.538,0.0,11.538,7.692,0.0,3.846,0.0,0.0,0.0,0.0
523,"‘Besides,’ he continued, ‘something better for me is sure to turn up soon.",0,13,"[['PUNCT', 6], ['ADV', 2], ['PRON', 3], ['VERB', 2], ['ADJ', 2], ['ADP', 2], ['AUX', 1], ['PART', 1]]",19,2.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.526,0.0,10.526,0.0,10.526,0.0,15.789,10.526,0.0,31.579,5.263,0.0,5.263,0.0,0.0,0.0,0.0
524,I wish my engagement here was a permanent one instead of for only two months.,0,15,"[['PRON', 2], ['VERB', 1], ['NOUN', 3], ['ADV', 3], ['AUX', 1], ['DET', 1], ['ADJ', 1], ['ADP', 2], ['NUM', 1], ['PUNCT', 1]]",16,2.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.5,6.25,6.25,0.0,18.75,18.75,12.5,6.25,0.0,6.25,6.25,6.25,0.0,0.0,0.0,0.0,0.0
525,"It may, certainly, be for a longer time, but all is uncertain.’ ‘I wish I could get something to do; and I must too,’ she said firmly.",0,27,"[['PRON', 7], ['AUX', 5], ['PUNCT', 10], ['ADV', 3], ['ADP', 1], ['DET', 1], ['ADJ', 2], ['NOUN', 1], ['CCONJ', 2], ['VERB', 4], ['PART', 1]]",37,1.0,1.0,2.0,2.0,3.0,1.0,7.0,4.0,0.0,10.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.703,2.703,5.405,5.405,8.108,2.703,18.919,10.811,0.0,27.027,13.514,0.0,2.703,0.0,0.0,0.0,0.0
526,"‘Suppose, as is very probable, you are not wanted after the beginning of October -- the time Mr<prd> Gradfield mentioned -- what should we do if I were dependent on you only throughout the winter?’ They pondered on numerous schemes by which a young lady might be supposed to earn a decent livelihood -- more or less convenient and feasible in imagination, but relinquished them all until advertising had been once more tried, this time taking lower ground.",0,78,"[['PUNCT', 11], ['VERB', 10], ['SCONJ', 3], ['AUX', 8], ['ADV', 6], ['ADJ', 8], ['PRON', 9], ['PART', 2], ['ADP', 7], ['DET', 6], ['NOUN', 11], ['PROPN', 4], ['X', 1], ['CCONJ', 3]]",89,7.0,6.0,8.0,3.0,6.0,11.0,9.0,10.0,4.0,11.0,8.0,0.0,2.0,3.0,0.0,1.0,0.0,7.865,6.742,8.989,3.371,6.742,12.36,10.112,11.236,4.494,12.36,8.989,0.0,2.247,3.371,0.0,1.124,0.0
527,Cytherea was vexed at her temerity in having represented to the world that so inexperienced a being as herself was a qualified governess; and had a fancy that this presumption of hers might be one reason why no ladies applied.,0,40,"[['PROPN', 1], ['AUX', 5], ['VERB', 5], ['ADP', 4], ['PRON', 3], ['NOUN', 9], ['DET', 6], ['ADV', 1], ['SCONJ', 3], ['ADJ', 1], ['PUNCT', 2], ['CCONJ', 1], ['NUM', 1]]",42,4.0,6.0,1.0,1.0,1.0,9.0,3.0,5.0,1.0,2.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,9.524,14.286,2.381,2.381,2.381,21.429,7.143,11.905,2.381,4.762,11.905,2.381,0.0,7.143,0.0,0.0,0.0
528,The new and humbler attempt appeared in the following form: -- ‘NURSERY GOVERNESS OR USEFUL COMPANION.,0,16,"[['DET', 2], ['ADJ', 2], ['CCONJ', 2], ['NOUN', 3], ['VERB', 1], ['ADP', 1], ['PUNCT', 4], ['PROPN', 4]]",19,1.0,2.0,2.0,2.0,0.0,3.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.263,10.526,10.526,10.526,0.0,15.789,0.0,5.263,21.053,21.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,A young person wishes to hear of a situation in either of the above capacities.,0,15,"[['DET', 3], ['ADJ', 2], ['NOUN', 3], ['VERB', 2], ['PART', 1], ['ADP', 3], ['PRON', 1], ['PUNCT', 1]]",16,3.0,3.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.75,18.75,12.5,0.0,0.0,18.75,6.25,12.5,0.0,6.25,0.0,0.0,6.25,0.0,0.0,0.0,0.0
530,Salary very moderate.,0,3,"[['NOUN', 1], ['ADV', 1], ['ADJ', 1], ['PUNCT', 1]]",4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,"She is a good needle-woman -- Address G., 3 Cross Street, Budmouth.’ In the evening they went to post the letter, and then walked up and down the Parade for a while.",0,32,"[['PRON', 2], ['AUX', 1], ['DET', 5], ['ADJ', 1], ['NOUN', 5], ['PUNCT', 8], ['PROPN', 6], ['NUM', 1], ['ADP', 3], ['VERB', 3], ['PART', 1], ['CCONJ', 2], ['ADV', 2]]",40,3.0,5.0,1.0,2.0,2.0,5.0,2.0,3.0,6.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.5,12.5,2.5,5.0,5.0,12.5,5.0,7.5,15.0,20.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0
532,"Soon they met Springrove, said a few words to him, and passed on.",0,13,"[['ADV', 1], ['PRON', 2], ['VERB', 3], ['PROPN', 1], ['PUNCT', 3], ['DET', 1], ['ADJ', 1], ['NOUN', 1], ['ADP', 2], ['CCONJ', 1]]",16,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,6.25,6.25,6.25,6.25,6.25,12.5,18.75,6.25,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,Owen noticed that his sister’s face had become crimson.,0,9,"[['PROPN', 1], ['VERB', 2], ['SCONJ', 1], ['PRON', 1], ['NOUN', 2], ['PART', 1], ['AUX', 1], ['ADJ', 1], ['PUNCT', 1]]",11,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.091,0.0,0.0,18.182,9.091,18.182,9.091,9.091,9.091,0.0,9.091,9.091,0.0,0.0,0.0
534,Rather oddly they met Springrove again in a few minutes.,0,10,"[['ADV', 3], ['PRON', 1], ['VERB', 1], ['PROPN', 1], ['ADP', 1], ['DET', 1], ['ADJ', 1], ['NOUN', 1], ['PUNCT', 1]]",11,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,9.091,9.091,0.0,27.273,9.091,9.091,9.091,9.091,9.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,"This time the three walked a little way together, Edward ostensibly talking to Owen, though with a single thought to the reception of his words by the maiden at the farther side, upon whom his gaze was mostly resting, and who was attentively listening -- looking fixedly upon the pavement the while.",0,52,"[['DET', 9], ['NOUN', 10], ['NUM', 1], ['VERB', 5], ['ADJ', 3], ['ADV', 5], ['PUNCT', 6], ['PROPN', 2], ['ADP', 6], ['SCONJ', 3], ['PRON', 4], ['AUX', 2], ['CCONJ', 1]]",57,6.0,9.0,3.0,1.0,5.0,10.0,4.0,5.0,2.0,6.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,10.526,15.789,5.263,1.754,8.772,17.544,7.018,8.772,3.509,10.526,3.509,1.754,0.0,5.263,0.0,0.0,0.0
536,It has been said that men love with their eyes; women with their ears.,0,14,"[['PRON', 3], ['AUX', 2], ['VERB', 2], ['SCONJ', 1], ['NOUN', 4], ['ADP', 2], ['PUNCT', 2]]",16,2.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,25.0,18.75,12.5,0.0,12.5,12.5,0.0,0.0,6.25,0.0,0.0,0.0
537,"As Owen and himself were little more than acquaintances as yet, and as Springrove was wanting in the assurance of many men of his age, it now became necessary to wish his friends good-evening, or to find a reason for continuing near Cytherea by saying some nice new thing.",0,49,"[['SCONJ', 2], ['PROPN', 3], ['CCONJ', 3], ['PRON', 4], ['AUX', 2], ['ADV', 3], ['ADJ', 6], ['ADP', 8], ['NOUN', 8], ['PUNCT', 5], ['VERB', 6], ['DET', 3], ['PART', 2]]",55,8.0,3.0,6.0,3.0,3.0,8.0,4.0,6.0,3.0,5.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,14.545,5.455,10.909,5.455,5.455,14.545,7.273,10.909,5.455,9.091,3.636,0.0,3.636,3.636,0.0,0.0,0.0
538,He thought of a new thing; he proposed a pull across the bay.,0,13,"[['PRON', 2], ['VERB', 2], ['ADP', 2], ['DET', 3], ['ADJ', 1], ['NOUN', 3], ['PUNCT', 2]]",15,2.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333,20.0,6.667,0.0,0.0,20.0,13.333,13.333,0.0,13.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,This was assented to.,0,4,"[['PRON', 1], ['AUX', 1], ['VERB', 1], ['ADP', 1], ['PUNCT', 1]]",5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
540,They went to the pier; stepped into one of the gaily painted boats moored alongside and sheered off.,0,18,"[['PRON', 1], ['VERB', 5], ['ADP', 4], ['DET', 2], ['NOUN', 2], ['PUNCT', 2], ['NUM', 1], ['ADV', 2], ['CCONJ', 1]]",20,4.0,2.0,0.0,1.0,2.0,2.0,1.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,5.0,10.0,10.0,5.0,25.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
541,Cytherea sat in the stern steering.,0,6,"[['PROPN', 1], ['VERB', 1], ['ADP', 1], ['DET', 1], ['ADJ', 1], ['NOUN', 1], ['PUNCT', 1]]",7,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286,14.286,14.286,0.0,0.0,14.286,0.0,14.286,14.286,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,"They rowed that evening; the next came, and with it the necessity of rowing again.",0,15,"[['PRON', 2], ['VERB', 3], ['DET', 3], ['NOUN', 2], ['PUNCT', 3], ['ADJ', 1], ['CCONJ', 1], ['ADP', 2], ['ADV', 1]]",18,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,16.667,5.556,5.556,5.556,11.111,11.111,16.667,0.0,16.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,"Then the next, and the next, Cytherea always sitting in the stern with the tiller ropes in her hand.",0,19,"[['ADV', 2], ['DET', 4], ['ADJ', 2], ['PUNCT', 3], ['CCONJ', 1], ['PROPN', 1], ['VERB', 1], ['ADP', 3], ['NOUN', 4], ['PRON', 1]]",22,3.0,4.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.636,18.182,9.091,4.545,9.091,18.182,4.545,4.545,4.545,13.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,"The curves of her figure welded with those of the fragile boat in perfect continuation, as she girlishly yielded herself to its heaving and sinking, seeming to form with it an organic whole.",0,33,"[['DET', 3], ['NOUN', 6], ['ADP', 6], ['PRON', 6], ['VERB', 5], ['ADJ', 3], ['PUNCT', 3], ['SCONJ', 1], ['ADV', 1], ['CCONJ', 1], ['PART', 1]]",36,6.0,3.0,3.0,1.0,1.0,6.0,6.0,5.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16.667,8.333,8.333,2.778,2.778,16.667,16.667,13.889,0.0,8.333,0.0,0.0,2.778,2.778,0.0,0.0,0.0
545,Then Owen was inclined to test his skill in paddling a canoe.,0,12,"[['ADV', 1], ['PROPN', 1], ['AUX', 1], ['ADJ', 1], ['PART', 1], ['VERB', 2], ['PRON', 1], ['NOUN', 2], ['ADP', 1], ['DET', 1], ['PUNCT', 1]]",13,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.692,7.692,7.692,0.0,7.692,15.385,7.692,15.385,7.692,7.692,7.692,0.0,7.692,0.0,0.0,0.0,0.0
546,"Edward did not like canoes, and the issue was, that, having seen Owen on board, Springrove proposed to pull off after him with a pair of sculls; but not considering himself sufficiently accomplished to do finished rowing before a parade full of promenaders when there was a little swell on, and with the rudder unshipped in addition, he begged that Cytherea might come with him and steer as before.",0,69,"[['PROPN', 4], ['AUX', 5], ['PART', 4], ['VERB', 13], ['NOUN', 10], ['PUNCT', 8], ['CCONJ', 4], ['DET', 5], ['SCONJ', 4], ['ADP', 11], ['PRON', 5], ['ADV', 2], ['ADJ', 2]]",77,11.0,5.0,2.0,4.0,2.0,10.0,5.0,13.0,4.0,8.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,14.286,6.494,2.597,5.195,2.597,12.987,6.494,16.883,5.195,10.39,6.494,0.0,5.195,5.195,0.0,0.0,0.0
547,"She stepped in, and they floated along in the wake of her brother.",0,13,"[['PRON', 3], ['VERB', 2], ['ADP', 3], ['PUNCT', 2], ['CCONJ', 1], ['ADV', 1], ['DET', 1], ['NOUN', 2]]",15,3.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.667,0.0,6.667,6.667,13.333,20.0,13.333,0.0,13.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,Thus passed the fifth evening on the water.,0,8,"[['ADV', 1], ['VERB', 1], ['DET', 2], ['ADJ', 1], ['NOUN', 2], ['ADP', 1], ['PUNCT', 1]]",9,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,22.222,11.111,0.0,11.111,22.222,0.0,11.111,0.0,11.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,"But the sympathetic pair were thrown into still closer companionship, and much more exclusive connection.",0,15,"[['CCONJ', 2], ['DET', 1], ['ADJ', 3], ['NOUN', 3], ['AUX', 1], ['VERB', 1], ['ADP', 1], ['ADV', 3], ['PUNCT', 2]]",17,1.0,1.0,3.0,2.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.882,5.882,17.647,11.765,17.647,17.647,0.0,5.882,0.0,11.765,5.882,0.0,0.0,0.0,0.0,0.0,0.0
550,2.,0,1,"[['X', 1], ['PUNCT', 1]]",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
551,"JULY THE TWENTY-NINTH It was a sad time for Cytherea -- the last day of Springrove’s management at Gradfield’s, and the last evening before his return from Budmouth to his father’s house, previous to his departure for London.",0,38,"[['PROPN', 9], ['DET', 4], ['PUNCT', 5], ['PRON', 4], ['AUX', 1], ['ADJ', 4], ['NOUN', 7], ['ADP', 8], ['PART', 3], ['CCONJ', 1]]",46,8.0,4.0,4.0,1.0,0.0,7.0,4.0,0.0,9.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,17.391,8.696,8.696,2.174,0.0,15.217,8.696,0.0,19.565,10.87,2.174,0.0,6.522,0.0,0.0,0.0,0.0
552,"Graye had been requested by the architect to survey a plot of land nearly twenty miles off, which, with the journey to and fro, would occupy him the whole day, and prevent his returning till late in the evening.",0,39,"[['PROPN', 1], ['AUX', 3], ['VERB', 5], ['ADP', 5], ['DET', 5], ['NOUN', 8], ['PART', 1], ['ADV', 3], ['NUM', 1], ['PUNCT', 5], ['PRON', 3], ['CCONJ', 2], ['ADJ', 1], ['SCONJ', 1]]",44,5.0,5.0,1.0,2.0,3.0,8.0,3.0,5.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,11.364,11.364,2.273,4.545,6.818,18.182,6.818,11.364,2.273,11.364,6.818,2.273,2.273,2.273,0.0,0.0,0.0
553,Cytherea made a companion of her landlady to the extent of sharing meals and sitting with her during the morning of her brother’s absence.,0,24,"[['PROPN', 1], ['VERB', 3], ['DET', 3], ['NOUN', 7], ['ADP', 6], ['PRON', 3], ['CCONJ', 1], ['PART', 1], ['PUNCT', 1]]",26,6.0,3.0,0.0,1.0,0.0,7.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.077,11.538,0.0,3.846,0.0,26.923,11.538,11.538,3.846,3.846,0.0,0.0,3.846,0.0,0.0,0.0,0.0
554,Mid-day found her restless and miserable under this arrangement.,0,9,"[['ADJ', 2], ['NOUN', 4], ['VERB', 1], ['PRON', 1], ['CCONJ', 1], ['ADP', 1], ['DET', 1], ['PUNCT', 1]]",12,1.0,1.0,2.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,16.667,8.333,0.0,33.333,8.333,8.333,0.0,8.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,"All the afternoon she sat alone, looking out of the window for she scarcely knew whom, and hoping she scarcely knew what.",0,22,"[['DET', 3], ['NOUN', 2], ['PRON', 5], ['VERB', 5], ['ADV', 3], ['PUNCT', 3], ['ADP', 2], ['SCONJ', 1], ['CCONJ', 1]]",25,2.0,3.0,0.0,1.0,3.0,2.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,12.0,0.0,4.0,12.0,8.0,20.0,20.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
556,Half-past five o’clock came -- the end of Springrove’s official day.,0,11,"[['ADJ', 3], ['PUNCT', 3], ['NUM', 1], ['NOUN', 3], ['VERB', 1], ['DET', 1], ['ADP', 1], ['PROPN', 1], ['PART', 1]]",15,1.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.667,6.667,20.0,0.0,0.0,20.0,0.0,6.667,6.667,20.0,0.0,6.667,6.667,0.0,0.0,0.0,0.0
557,Two minutes later Springrove walked by.,0,6,"[['NUM', 1], ['NOUN', 1], ['ADV', 2], ['PROPN', 1], ['VERB', 1], ['PUNCT', 1]]",7,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571,14.286,0.0,14.286,14.286,14.286,0.0,14.286,0.0,0.0,0.0,0.0,0.0
558,"She endured her solitude for another half-hour, and then could endure no longer.",0,13,"[['PRON', 2], ['VERB', 2], ['NOUN', 2], ['ADP', 1], ['DET', 1], ['ADJ', 1], ['PUNCT', 3], ['CCONJ', 1], ['ADV', 3], ['AUX', 1]]",17,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.882,5.882,5.882,5.882,17.647,11.765,11.765,11.765,0.0,17.647,5.882,0.0,0.0,0.0,0.0,0.0,0.0
559,"She had hoped -- while affecting to fear -- that Edward would have found some reason or other for calling, but it seemed that he had not.",0,27,"[['PRON', 3], ['AUX', 3], ['VERB', 7], ['PUNCT', 4], ['SCONJ', 3], ['PART', 2], ['PROPN', 1], ['DET', 1], ['NOUN', 1], ['CCONJ', 2], ['ADJ', 1], ['ADP', 1]]",29,1.0,1.0,1.0,2.0,0.0,1.0,3.0,7.0,1.0,4.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,3.448,3.448,3.448,6.897,0.0,3.448,10.345,24.138,3.448,13.793,10.345,0.0,6.897,10.345,0.0,0.0,0.0
560,"Hastily dressing herself she went out, when the farce of an accidental meeting was repeated.",0,15,"[['ADV', 1], ['VERB', 3], ['PRON', 2], ['ADP', 2], ['PUNCT', 2], ['SCONJ', 1], ['DET', 2], ['NOUN', 2], ['ADJ', 1], ['AUX', 1]]",17,2.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.765,11.765,5.882,0.0,5.882,11.765,11.765,17.647,0.0,11.765,5.882,0.0,0.0,5.882,0.0,0.0,0.0
561,"Edward came upon her in the street at the first turning, and, like the Great Duke Ferdinand in ‘The Statue and the Bust’ -- ‘He looked at her as a lover can; She looked at him as one who awakes -- The past was a sleep, and her life began.’ ‘Shall we have a boat?’ he said impulsively.",0,58,"[['PROPN', 6], ['VERB', 7], ['SCONJ', 1], ['PRON', 9], ['ADP', 8], ['DET', 9], ['NOUN', 7], ['ADJ', 1], ['PUNCT', 15], ['CCONJ', 3], ['AUX', 3], ['NUM', 1], ['ADV', 1]]",71,8.0,9.0,1.0,3.0,1.0,7.0,9.0,7.0,6.0,15.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,11.268,12.676,1.408,4.225,1.408,9.859,12.676,9.859,8.451,21.127,4.225,1.408,0.0,1.408,0.0,0.0,0.0
562,How blissful it all is at first.,0,7,"[['SCONJ', 1], ['ADJ', 1], ['PRON', 2], ['AUX', 1], ['ADP', 1], ['ADV', 1], ['PUNCT', 1]]",8,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,12.5,0.0,25.0,0.0,0.0,12.5,12.5,0.0,0.0,12.5,0.0,0.0,0.0
563,"Perhaps, indeed, the only bliss in the course of love which can truly be called Eden-like is that which prevails immediately after doubt has ended and before reflection has set in -- at the dawn of the emotion, when it is not recognized by name, and before the consideration of what this love is, has given birth to the consideration of what difficulties it tends to create; when on the man’s part, the mistress appears to the mind’s eye in picturesque, hazy, and fresh morning lights, and soft morning shadows; when, as yet, she is known only as the wearer of one dress, which shares her own personality; as the stander in one special position, the giver of one bright particular glance, and the speaker of one tender sentence; when, on her part, she is timidly careful over what she says and does, lest she should be misconstrued or under-rated to the breadth of a shadow of a hair.",0,159,"[['ADV', 9], ['PUNCT', 25], ['DET', 17], ['ADJ', 11], ['NOUN', 37], ['ADP', 25], ['PRON', 15], ['AUX', 12], ['VERB', 15], ['PROPN', 1], ['CCONJ', 7], ['SCONJ', 6], ['PART', 3], ['NUM', 4]]",187,25.0,17.0,11.0,7.0,9.0,37.0,15.0,15.0,1.0,25.0,12.0,4.0,3.0,6.0,0.0,0.0,0.0,13.369,9.091,5.882,3.743,4.813,19.786,8.021,8.021,0.535,13.369,6.417,2.139,1.604,3.209,0.0,0.0,0.0
564,"‘Shall we have a boat?’ he said again, more softly, seeing that to his first question she had not answered, but looked uncertainly at the ground, then almost, but not quite, in his face, blushed a series of minute blushes, left off in the midst of them, and showed the usual signs of perplexity in a matter of the emotions.",0,60,"[['PUNCT', 13], ['AUX', 2], ['PRON', 7], ['VERB', 8], ['DET', 7], ['NOUN', 11], ['ADV', 7], ['ADP', 10], ['ADJ', 3], ['PART', 2], ['CCONJ', 3]]",73,10.0,7.0,3.0,3.0,7.0,11.0,7.0,8.0,0.0,13.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,13.699,9.589,4.11,4.11,9.589,15.068,9.589,10.959,0.0,17.808,2.74,0.0,2.74,0.0,0.0,0.0,0.0
565,"Owen had always been with her before, but there was now a force of habit in the proceeding, and with Arcadian innocence she assumed that a row on the water was, under any circumstances, a natural thing.",0,37,"[['PROPN', 1], ['AUX', 3], ['ADV', 3], ['ADP', 6], ['PRON', 3], ['PUNCT', 5], ['CCONJ', 2], ['VERB', 2], ['DET', 6], ['NOUN', 8], ['ADJ', 2], ['SCONJ', 1]]",42,6.0,6.0,2.0,2.0,3.0,8.0,3.0,2.0,1.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,14.286,14.286,4.762,4.762,7.143,19.048,7.143,4.762,2.381,11.905,7.143,0.0,0.0,2.381,0.0,0.0,0.0
566,"Without another word being spoken on either side, they went down the steps.",0,13,"[['ADP', 3], ['DET', 3], ['NOUN', 3], ['AUX', 1], ['VERB', 2], ['PUNCT', 2], ['PRON', 1]]",15,3.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,20.0,6.667,13.333,0.0,13.333,6.667,0.0,0.0,0.0,0.0,0.0,0.0
